,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
22556,2008,1,24,4,2035.0,2010,2250.0,2225,2118,75.0,75.0,59.0,25.0,25.0,SEA,BOI,399,4.0,12.0,0.0,0.0,0.0,0.0,25.0
22557,2008,1,24,4,2029.0,1945,2357.0,2325,2441,148.0,160.0,126.0,32.0,44.0,SEA,DEN,1024,6.0,16.0,0.0,0.0,0.0,0.0,32.0
22559,2008,1,24,4,1726.0,1715,2119.0,2100,1497,173.0,165.0,146.0,19.0,11.0,SEA,PHX,1107,7.0,20.0,7.0,0.0,8.0,0.0,4.0
22560,2008,1,24,4,2001.0,1935,2203.0,2140,3246,122.0,125.0,104.0,23.0,26.0,SEA,SJC,697,3.0,15.0,23.0,0.0,0.0,0.0,0.0
22561,2008,1,24,4,2007.0,1910,2304.0,2200,3494,117.0,110.0,99.0,64.0,57.0,SEA,SLC,689,5.0,13.0,14.0,0.0,7.0,0.0,43.0
23941,2008,1,25,5,2113.0,2040,2203.0,2135,1522,50.0,55.0,34.0,28.0,33.0,SEA,GEG,224,5.0,11.0,11.0,0.0,0.0,0.0,17.0
23942,2008,1,25,5,1625.0,1555,1718.0,1650,1536,53.0,55.0,37.0,28.0,30.0,SEA,GEG,224,3.0,13.0,25.0,0.0,0.0,0.0,3.0
23943,2008,1,25,5,1502.0,1445,1730.0,1710,3751,148.0,145.0,117.0,20.0,17.0,SEA,LAS,866,6.0,25.0,12.0,0.0,3.0,0.0,5.0
23949,2008,1,25,5,1738.0,1715,2118.0,2100,1497,160.0,165.0,141.0,18.0,23.0,SEA,PHX,1107,7.0,12.0,10.0,0.0,0.0,0.0,8.0
23950,2008,1,25,5,1936.0,1910,2220.0,2200,3494,104.0,110.0,90.0,20.0,26.0,SEA,SLC,689,2.0,12.0,0.0,0.0,4.0,0.0,16.0
23951,2008,1,25,5,2134.0,2110,2318.0,2255,124,104.0,105.0,88.0,23.0,24.0,SEA,SMF,605,3.0,13.0,0.0,0.0,0.0,0.0,23.0
24695,2008,1,26,6,1811.0,1610,1911.0,1705,132,60.0,55.0,42.0,126.0,121.0,SEA,GEG,224,6.0,12.0,118.0,0.0,5.0,0.0,3.0
24696,2008,1,26,6,1740.0,1720,2007.0,1945,3347,147.0,145.0,135.0,22.0,20.0,SEA,LAS,866,3.0,9.0,0.0,0.0,2.0,0.0,20.0
24697,2008,1,26,6,1502.0,1445,1728.0,1710,3751,146.0,145.0,127.0,18.0,17.0,SEA,LAS,866,3.0,16.0,0.0,0.0,1.0,0.0,17.0
24700,2008,1,26,6,1952.0,1935,2156.0,2140,3246,124.0,125.0,107.0,16.0,17.0,SEA,SJC,697,5.0,12.0,0.0,0.0,0.0,0.0,16.0
26213,2008,1,27,7,2027.0,1945,2356.0,2325,2441,149.0,160.0,134.0,31.0,42.0,SEA,DEN,1024,6.0,9.0,0.0,0.0,0.0,0.0,31.0
26214,2008,1,27,7,1040.0,1015,1413.0,1240,1758,213.0,145.0,129.0,93.0,25.0,SEA,LAS,866,5.0,79.0,0.0,0.0,93.0,0.0,0.0
26215,2008,1,27,7,2004.0,1825,2229.0,2050,2530,145.0,145.0,126.0,99.0,99.0,SEA,LAS,866,6.0,13.0,0.0,98.0,0.0,0.0,1.0
26216,2008,1,27,7,1754.0,1445,2023.0,1710,3751,149.0,145.0,123.0,193.0,189.0,SEA,LAS,866,8.0,18.0,0.0,0.0,120.0,0.0,73.0
26219,2008,1,27,7,18.0,2110,205.0,2315,465,107.0,125.0,91.0,170.0,188.0,SEA,OAK,671,5.0,11.0,0.0,0.0,5.0,0.0,165.0
26220,2008,1,27,7,1848.0,1810,2049.0,2015,641,121.0,125.0,100.0,34.0,38.0,SEA,OAK,671,8.0,13.0,12.0,0.0,0.0,0.0,22.0
26221,2008,1,27,7,2244.0,1925,51.0,2130,2786,127.0,125.0,100.0,201.0,199.0,SEA,OAK,671,18.0,9.0,199.0,0.0,2.0,0.0,0.0
26222,2008,1,27,7,1739.0,1715,2141.0,2100,1497,182.0,165.0,162.0,41.0,24.0,SEA,PHX,1107,7.0,13.0,9.0,0.0,17.0,0.0,15.0
26223,2008,1,27,7,2141.0,1935,2332.0,2140,3246,111.0,125.0,97.0,112.0,126.0,SEA,SJC,697,4.0,10.0,75.0,0.0,0.0,0.0,37.0
26224,2008,1,27,7,2143.0,1910,30.0,2200,3494,107.0,110.0,93.0,150.0,153.0,SEA,SLC,689,3.0,11.0,5.0,0.0,0.0,0.0,145.0
26225,2008,1,27,7,2320.0,2110,56.0,2255,124,96.0,105.0,78.0,121.0,130.0,SEA,SMF,605,4.0,14.0,0.0,0.0,0.0,0.0,121.0
26226,2008,1,27,7,1905.0,1510,2047.0,1655,717,102.0,105.0,84.0,232.0,235.0,SEA,SMF,605,8.0,10.0,232.0,0.0,0.0,0.0,0.0
26228,2008,1,27,7,1753.0,1740,1945.0,1925,2380,112.0,105.0,90.0,20.0,13.0,SEA,SMF,605,4.0,18.0,13.0,0.0,7.0,0.0,0.0
27449,2008,1,28,1,1551.0,1450,1924.0,1835,2038,153.0,165.0,135.0,49.0,61.0,SEA,ABQ,1180,5.0,13.0,49.0,0.0,0.0,0.0,0.0
27450,2008,1,28,1,1225.0,1210,1440.0,1425,3514,75.0,75.0,59.0,15.0,15.0,SEA,BOI,399,3.0,13.0,1.0,0.0,0.0,0.0,14.0
27451,2008,1,28,1,943.0,915,1316.0,1255,217,153.0,160.0,136.0,21.0,28.0,SEA,DEN,1024,7.0,10.0,1.0,0.0,0.0,0.0,20.0
27453,2008,1,28,1,2110.0,1945,32.0,2325,2441,142.0,160.0,121.0,67.0,85.0,SEA,DEN,1024,6.0,15.0,0.0,0.0,0.0,0.0,67.0
27454,2008,1,28,1,936.0,905,1028.0,1000,459,52.0,55.0,37.0,28.0,31.0,SEA,GEG,224,6.0,9.0,28.0,0.0,0.0,0.0,0.0
27455,2008,1,28,1,1615.0,1555,1708.0,1650,1536,53.0,55.0,38.0,18.0,20.0,SEA,GEG,224,3.0,12.0,14.0,0.0,0.0,0.0,4.0
27457,2008,1,28,1,1547.0,1445,1752.0,1710,3751,125.0,145.0,105.0,42.0,62.0,SEA,LAS,866,7.0,13.0,0.0,13.0,0.0,0.0,29.0
27459,2008,1,28,1,1424.0,1320,2014.0,1910,3224,230.0,230.0,211.0,64.0,64.0,SEA,MDW,1733,5.0,14.0,64.0,0.0,0.0,0.0,0.0
27460,2008,1,28,1,2154.0,2110,2347.0,2315,465,113.0,125.0,96.0,32.0,44.0,SEA,OAK,671,5.0,12.0,26.0,0.0,0.0,0.0,6.0
27462,2008,1,28,1,2016.0,1925,2204.0,2130,2786,108.0,125.0,94.0,34.0,51.0,SEA,OAK,671,5.0,9.0,0.0,0.0,0.0,0.0,34.0
27463,2008,1,28,1,1258.0,1215,1631.0,1605,844,153.0,170.0,134.0,26.0,43.0,SEA,PHX,1107,5.0,14.0,0.0,0.0,0.0,0.0,26.0
27467,2008,1,28,1,1356.0,1250,1649.0,1545,3953,113.0,115.0,96.0,64.0,66.0,SEA,SLC,689,7.0,10.0,0.0,0.0,54.0,0.0,10.0
27468,2008,1,28,1,2143.0,2110,2316.0,2255,124,93.0,105.0,76.0,21.0,33.0,SEA,SMF,605,6.0,11.0,1.0,0.0,0.0,0.0,20.0
27469,2008,1,28,1,1608.0,1510,1735.0,1655,717,87.0,105.0,73.0,40.0,58.0,SEA,SMF,605,4.0,10.0,0.0,4.0,0.0,0.0,36.0
27470,2008,1,28,1,1313.0,1110,1449.0,1255,1689,96.0,105.0,72.0,114.0,123.0,SEA,SMF,605,4.0,20.0,0.0,0.0,0.0,0.0,114.0
28187,2008,1,29,2,1516.0,1450,1852.0,1835,2038,156.0,165.0,138.0,17.0,26.0,SEA,ABQ,1180,6.0,12.0,1.0,0.0,0.0,0.0,16.0
28188,2008,1,29,2,748.0,620,958.0,835,469,70.0,75.0,53.0,83.0,88.0,SEA,BOI,399,3.0,14.0,83.0,0.0,0.0,0.0,0.0
28190,2008,1,29,2,2105.0,2040,2204.0,2135,1522,59.0,55.0,42.0,29.0,25.0,SEA,GEG,224,5.0,12.0,0.0,0.0,10.0,0.0,19.0
28193,2008,1,29,2,1825.0,1800,18.0,2350,1613,233.0,230.0,210.0,28.0,25.0,SEA,MDW,1733,9.0,14.0,25.0,0.0,3.0,0.0,0.0
28194,2008,1,29,2,1326.0,1320,1927.0,1910,3224,241.0,230.0,215.0,17.0,6.0,SEA,MDW,1733,14.0,12.0,6.0,0.0,11.0,0.0,0.0
28195,2008,1,29,2,1826.0,1810,2032.0,2015,641,126.0,125.0,93.0,17.0,16.0,SEA,OAK,671,6.0,27.0,11.0,0.0,1.0,0.0,5.0
28907,2008,1,30,3,1523.0,1445,1733.0,1710,3751,130.0,145.0,110.0,23.0,38.0,SEA,LAS,866,6.0,14.0,0.0,0.0,0.0,0.0,23.0
28909,2008,1,30,3,1149.0,1100,1332.0,1305,845,103.0,125.0,86.0,27.0,49.0,SEA,OAK,671,4.0,13.0,0.0,0.0,0.0,0.0,27.0
28913,2008,1,30,3,1923.0,1850,2051.0,2030,3253,88.0,100.0,69.0,21.0,33.0,SEA,RNO,564,5.0,14.0,6.0,0.0,0.0,0.0,15.0
28915,2008,1,30,3,1944.0,1910,2222.0,2200,3494,98.0,110.0,83.0,22.0,34.0,SEA,SLC,689,3.0,12.0,2.0,0.0,0.0,0.0,20.0
30472,2008,1,31,4,2041.0,2010,2257.0,2225,2118,76.0,75.0,62.0,32.0,31.0,SEA,BOI,399,3.0,11.0,15.0,0.0,1.0,0.0,16.0
30475,2008,1,31,4,2031.0,1945,2347.0,2325,2441,136.0,160.0,118.0,22.0,46.0,SEA,DEN,1024,8.0,10.0,0.0,0.0,0.0,0.0,22.0
30476,2008,1,31,4,2142.0,2040,2241.0,2135,1522,59.0,55.0,39.0,66.0,62.0,SEA,GEG,224,5.0,15.0,8.0,0.0,4.0,0.0,54.0
30477,2008,1,31,4,1624.0,1555,1715.0,1650,1536,51.0,55.0,39.0,25.0,29.0,SEA,GEG,224,2.0,10.0,6.0,0.0,0.0,0.0,19.0
30478,2008,1,31,4,1959.0,1825,2205.0,2050,2530,126.0,145.0,115.0,75.0,94.0,SEA,LAS,866,3.0,8.0,5.0,0.0,0.0,0.0,70.0
30479,2008,1,31,4,726.0,720,1403.0,1315,259,277.0,235.0,253.0,48.0,6.0,SEA,MDW,1733,13.0,11.0,0.0,0.0,48.0,0.0,0.0
30480,2008,1,31,4,1912.0,1800,126.0,2350,1613,254.0,230.0,221.0,96.0,72.0,SEA,MDW,1733,18.0,15.0,0.0,0.0,24.0,0.0,72.0
30481,2008,1,31,4,1446.0,1320,2132.0,1910,3224,286.0,230.0,231.0,142.0,86.0,SEA,MDW,1733,34.0,21.0,0.0,28.0,56.0,0.0,58.0
30482,2008,1,31,4,2202.0,2110,2356.0,2315,465,114.0,125.0,97.0,41.0,52.0,SEA,OAK,671,5.0,12.0,0.0,0.0,0.0,0.0,41.0
30484,2008,1,31,4,1949.0,1925,2154.0,2130,2786,125.0,125.0,105.0,24.0,24.0,SEA,OAK,671,7.0,13.0,1.0,0.0,0.0,0.0,23.0
30485,2008,1,31,4,1939.0,1850,2107.0,2030,3253,88.0,100.0,72.0,37.0,49.0,SEA,RNO,564,5.0,11.0,4.0,0.0,0.0,0.0,33.0
30486,2008,1,31,4,2022.0,1935,2217.0,2140,3246,115.0,125.0,98.0,37.0,47.0,SEA,SJC,697,4.0,13.0,37.0,0.0,0.0,0.0,0.0
30487,2008,1,31,4,2016.0,1910,2257.0,2200,3494,101.0,110.0,88.0,57.0,66.0,SEA,SLC,689,3.0,10.0,12.0,0.0,0.0,0.0,45.0
30488,2008,1,31,4,10.0,2110,142.0,2255,124,92.0,105.0,76.0,167.0,180.0,SEA,SMF,605,5.0,11.0,17.0,0.0,0.0,0.0,150.0
30489,2008,1,31,4,1138.0,1110,1315.0,1255,1689,97.0,105.0,82.0,20.0,28.0,SEA,SMF,605,5.0,10.0,2.0,0.0,0.0,0.0,18.0
30490,2008,1,31,4,1814.0,1740,1950.0,1925,2380,96.0,105.0,79.0,25.0,34.0,SEA,SMF,605,4.0,13.0,0.0,0.0,0.0,0.0,25.0
32788,2008,1,3,4,722.0,650,1010.0,933,7773,168.0,163.0,138.0,37.0,32.0,SEA,LAX,954,14.0,16.0,0.0,0.0,5.0,0.0,32.0
32789,2008,1,4,5,701.0,650,957.0,933,7773,176.0,163.0,145.0,24.0,11.0,SEA,LAX,954,12.0,19.0,0.0,0.0,13.0,0.0,11.0
32790,2008,1,8,2,705.0,650,1024.0,933,7773,199.0,163.0,131.0,51.0,15.0,SEA,LAX,954,19.0,49.0,15.0,0.0,36.0,0.0,0.0
32791,2008,1,19,6,726.0,650,956.0,933,7773,150.0,163.0,126.0,23.0,36.0,SEA,LAX,954,9.0,15.0,23.0,0.0,0.0,0.0,0.0
32792,2008,1,24,4,657.0,650,1003.0,933,7773,186.0,163.0,135.0,30.0,7.0,SEA,LAX,954,27.0,24.0,7.0,0.0,23.0,0.0,0.0
32801,2008,1,4,5,1354.0,1305,1643.0,1548,7775,169.0,163.0,143.0,55.0,49.0,SEA,LAX,954,9.0,17.0,0.0,0.0,6.0,0.0,49.0
32804,2008,1,10,4,1532.0,1305,1809.0,1548,7775,157.0,163.0,131.0,141.0,147.0,SEA,LAX,954,11.0,15.0,0.0,0.0,0.0,0.0,141.0
32808,2008,1,17,4,1445.0,1305,1712.0,1548,7775,147.0,163.0,124.0,84.0,100.0,SEA,LAX,954,12.0,11.0,0.0,0.0,84.0,0.0,0.0
32810,2008,1,29,2,1426.0,1305,1701.0,1548,7775,155.0,163.0,121.0,73.0,81.0,SEA,LAX,954,13.0,21.0,0.0,0.0,0.0,0.0,73.0
32854,2008,1,1,2,1741.0,1700,2022.0,1943,7779,161.0,163.0,138.0,39.0,41.0,SEA,LAX,954,11.0,12.0,0.0,0.0,0.0,0.0,39.0
32855,2008,1,2,3,1807.0,1700,2043.0,1943,7779,156.0,163.0,134.0,60.0,67.0,SEA,LAX,954,6.0,16.0,9.0,0.0,0.0,0.0,51.0
32856,2008,1,3,4,1736.0,1700,2028.0,1943,7779,172.0,163.0,136.0,45.0,36.0,SEA,LAX,954,14.0,22.0,0.0,0.0,9.0,0.0,36.0
32857,2008,1,4,5,2203.0,1700,140.0,1943,7779,217.0,163.0,139.0,357.0,303.0,SEA,LAX,954,65.0,13.0,0.0,0.0,54.0,0.0,303.0
32858,2008,1,5,6,1743.0,1700,2021.0,1943,7779,158.0,163.0,137.0,38.0,43.0,SEA,LAX,954,10.0,11.0,21.0,0.0,0.0,0.0,17.0
32859,2008,1,6,7,1718.0,1700,2004.0,1943,7779,166.0,163.0,129.0,21.0,18.0,SEA,LAX,954,21.0,16.0,0.0,0.0,3.0,0.0,18.0
32860,2008,1,7,1,1750.0,1700,2016.0,1943,7779,146.0,163.0,121.0,33.0,50.0,SEA,LAX,954,9.0,16.0,7.0,0.0,0.0,0.0,26.0
32861,2008,1,8,2,1959.0,1700,2221.0,1943,7779,142.0,163.0,119.0,158.0,179.0,SEA,LAX,954,10.0,13.0,8.0,0.0,0.0,0.0,150.0
32865,2008,1,13,7,1749.0,1700,2012.0,1943,7779,143.0,163.0,119.0,29.0,49.0,SEA,LAX,954,13.0,11.0,0.0,0.0,0.0,0.0,29.0
32866,2008,1,14,1,1747.0,1700,2017.0,1943,7779,150.0,163.0,121.0,34.0,47.0,SEA,LAX,954,11.0,18.0,0.0,0.0,0.0,0.0,34.0
32869,2008,1,18,5,1722.0,1700,2004.0,1943,7779,162.0,163.0,127.0,21.0,22.0,SEA,LAX,954,12.0,23.0,0.0,0.0,0.0,0.0,21.0
32871,2008,1,21,1,1809.0,1700,2041.0,1943,7779,152.0,163.0,131.0,58.0,69.0,SEA,LAX,954,11.0,10.0,58.0,0.0,0.0,0.0,0.0
32873,2008,1,24,4,1720.0,1700,2000.0,1943,7779,160.0,163.0,138.0,17.0,20.0,SEA,LAX,954,8.0,14.0,3.0,0.0,0.0,0.0,14.0
32874,2008,1,25,5,1819.0,1700,2107.0,1943,7779,168.0,163.0,140.0,84.0,79.0,SEA,LAX,954,13.0,15.0,0.0,0.0,5.0,0.0,79.0
32875,2008,1,26,6,1722.0,1700,2020.0,1943,7779,178.0,163.0,156.0,37.0,22.0,SEA,LAX,954,8.0,14.0,13.0,0.0,15.0,0.0,9.0
32876,2008,1,27,7,1825.0,1700,2113.0,1943,7779,168.0,163.0,140.0,90.0,85.0,SEA,LAX,954,13.0,15.0,0.0,0.0,5.0,0.0,85.0
52111,2008,1,2,3,1243.0,1150,1342.0,1251,5731,59.0,61.0,41.0,51.0,53.0,SEA,GEG,224,3.0,15.0,0.0,0.0,0.0,0.0,51.0
52116,2008,1,2,3,1607.0,1451,1700.0,1538,5760,53.0,47.0,39.0,82.0,76.0,SEA,PDX,129,4.0,10.0,82.0,0.0,0.0,0.0,0.0
52597,2008,1,3,4,1030.0,1008,1333.0,1305,4053,123.0,117.0,96.0,28.0,22.0,SEA,SLC,689,5.0,22.0,0.0,0.0,0.0,0.0,28.0
53279,2008,1,4,5,1942.0,1915,2030.0,2000,5758,48.0,45.0,38.0,30.0,27.0,SEA,PDX,129,4.0,6.0,0.0,0.0,0.0,0.0,30.0
53729,2008,1,5,6,1158.0,1008,1454.0,1305,4053,116.0,117.0,88.0,109.0,110.0,SEA,SLC,689,7.0,21.0,0.0,0.0,0.0,0.0,109.0
53971,2008,1,5,6,1925.0,1915,2017.0,2000,5758,52.0,45.0,37.0,17.0,10.0,SEA,PDX,129,3.0,12.0,0.0,0.0,0.0,0.0,17.0
54556,2008,1,6,7,1927.0,1832,2229.0,2130,4019,122.0,118.0,88.0,59.0,55.0,SEA,SLC,689,14.0,20.0,0.0,0.0,0.0,0.0,59.0
54583,2008,1,6,7,1155.0,1007,1510.0,1316,4053,135.0,129.0,98.0,114.0,108.0,SEA,SLC,689,14.0,23.0,0.0,0.0,0.0,0.0,114.0
54768,2008,1,6,7,808.0,800,917.0,902,5730,69.0,62.0,53.0,15.0,8.0,SEA,GEG,224,5.0,11.0,15.0,0.0,0.0,0.0,0.0
55244,2008,1,7,1,1039.0,1007,1328.0,1304,3745,109.0,117.0,84.0,24.0,32.0,SEA,SLC,689,4.0,21.0,0.0,0.0,0.0,0.0,24.0
55319,2008,1,7,1,1855.0,1832,2147.0,2130,4019,112.0,118.0,86.0,17.0,23.0,SEA,SLC,689,9.0,17.0,0.0,0.0,0.0,0.0,17.0
55449,2008,1,7,1,1209.0,1155,1317.0,1256,5731,68.0,61.0,54.0,21.0,14.0,SEA,GEG,224,3.0,11.0,0.0,0.0,0.0,0.0,21.0
55460,2008,1,7,1,1542.0,1451,1626.0,1538,5760,44.0,47.0,31.0,48.0,51.0,SEA,PDX,129,4.0,9.0,0.0,0.0,0.0,0.0,48.0
55475,2008,1,7,1,1752.0,1700,1842.0,1747,5794,50.0,47.0,36.0,55.0,52.0,SEA,PDX,129,4.0,10.0,0.0,0.0,0.0,0.0,55.0
55615,2008,1,7,1,1225.0,1141,1458.0,1416,6110,153.0,155.0,124.0,42.0,44.0,SEA,LAX,954,7.0,22.0,42.0,0.0,0.0,0.0,0.0
55865,2008,1,8,2,1839.0,1832,2157.0,2130,4019,138.0,118.0,91.0,27.0,7.0,SEA,SLC,689,20.0,27.0,27.0,0.0,0.0,0.0,0.0
55985,2008,1,8,2,1546.0,1530,1704.0,1632,5732,78.0,62.0,57.0,32.0,16.0,SEA,GEG,224,4.0,17.0,32.0,0.0,0.0,0.0,0.0
55987,2008,1,8,2,2334.0,2150,46.0,2251,5735,72.0,61.0,48.0,115.0,104.0,SEA,GEG,224,4.0,20.0,115.0,0.0,0.0,0.0,0.0
55998,2008,1,8,2,2116.0,1920,2216.0,2005,5758,60.0,45.0,36.0,131.0,116.0,SEA,PDX,129,4.0,20.0,131.0,0.0,0.0,0.0,0.0
56004,2008,1,8,2,1925.0,1840,2018.0,1927,5783,53.0,47.0,38.0,51.0,45.0,SEA,PDX,129,3.0,12.0,0.0,0.0,51.0,0.0,0.0
56142,2008,1,8,2,1151.0,1141,1434.0,1416,6110,163.0,155.0,129.0,18.0,10.0,SEA,LAX,954,11.0,23.0,18.0,0.0,0.0,0.0,0.0
56396,2008,1,9,3,1035.0,1008,1323.0,1305,4053,108.0,117.0,84.0,18.0,27.0,SEA,SLC,689,6.0,18.0,0.0,0.0,0.0,0.0,18.0
56746,2008,1,10,4,1856.0,1832,2151.0,2130,4019,115.0,118.0,83.0,21.0,24.0,SEA,SLC,689,9.0,23.0,0.0,0.0,0.0,0.0,21.0
56884,2008,1,10,4,901.0,701,951.0,753,5797,50.0,52.0,35.0,118.0,120.0,SEA,PDX,129,3.0,12.0,118.0,0.0,0.0,0.0,0.0
56955,2008,1,10,4,1200.0,1141,1434.0,1416,6110,154.0,155.0,123.0,18.0,19.0,SEA,LAX,954,10.0,21.0,18.0,0.0,0.0,0.0,0.0
57249,2008,1,11,5,1305.0,1155,1411.0,1256,5731,66.0,61.0,52.0,75.0,70.0,SEA,GEG,224,2.0,12.0,0.0,0.0,0.0,0.0,75.0
57251,2008,1,11,5,1600.0,1530,1659.0,1632,5732,59.0,62.0,44.0,27.0,30.0,SEA,GEG,224,4.0,11.0,27.0,0.0,0.0,0.0,0.0
57261,2008,1,11,5,955.0,855,1051.0,943,5765,56.0,48.0,39.0,68.0,60.0,SEA,PDX,129,2.0,15.0,0.0,0.0,0.0,0.0,68.0
57319,2008,1,11,5,1159.0,1141,1431.0,1416,6110,152.0,155.0,115.0,15.0,18.0,SEA,LAX,954,9.0,28.0,15.0,0.0,0.0,0.0,0.0
57512,2008,1,12,6,906.0,800,1016.0,903,5730,70.0,63.0,47.0,73.0,66.0,SEA,GEG,224,4.0,19.0,0.0,73.0,0.0,0.0,0.0
57514,2008,1,12,6,1215.0,1155,1312.0,1256,5731,57.0,61.0,45.0,16.0,20.0,SEA,GEG,224,4.0,8.0,16.0,0.0,0.0,0.0,0.0
57517,2008,1,12,6,1217.0,1110,1305.0,1158,5795,48.0,48.0,35.0,67.0,67.0,SEA,PDX,129,4.0,9.0,67.0,0.0,0.0,0.0,0.0
57679,2008,1,13,7,1841.0,1832,2145.0,2130,4019,124.0,118.0,90.0,15.0,9.0,SEA,SLC,689,9.0,25.0,0.0,0.0,0.0,0.0,15.0
57748,2008,1,13,7,917.0,800,1018.0,903,5730,61.0,63.0,51.0,75.0,77.0,SEA,GEG,224,3.0,7.0,0.0,0.0,0.0,0.0,75.0
57761,2008,1,13,7,1155.0,1110,1241.0,1158,5795,46.0,48.0,34.0,43.0,45.0,SEA,PDX,129,4.0,8.0,43.0,0.0,0.0,0.0,0.0
57845,2008,1,13,7,1158.0,1141,1446.0,1416,6110,168.0,155.0,125.0,30.0,17.0,SEA,LAX,954,26.0,17.0,30.0,0.0,0.0,0.0,0.0
57980,2008,1,14,1,1910.0,1832,2209.0,2130,4019,119.0,118.0,87.0,39.0,38.0,SEA,SLC,689,5.0,27.0,0.0,0.0,0.0,0.0,39.0
58023,2008,1,14,1,2205.0,2150,2318.0,2251,5735,73.0,61.0,54.0,27.0,15.0,SEA,GEG,224,6.0,13.0,27.0,0.0,0.0,0.0,0.0
58031,2008,1,14,1,1712.0,1700,1807.0,1747,5794,55.0,47.0,39.0,20.0,12.0,SEA,PDX,129,3.0,13.0,0.0,0.0,0.0,0.0,20.0
58261,2008,1,15,2,1849.0,1832,2145.0,2130,4019,116.0,118.0,91.0,15.0,17.0,SEA,SLC,689,10.0,15.0,15.0,0.0,0.0,0.0,0.0
58403,2008,1,15,2,821.0,800,923.0,903,5730,62.0,63.0,49.0,20.0,21.0,SEA,GEG,224,5.0,8.0,0.0,0.0,0.0,0.0,20.0
58694,2008,1,16,3,1334.0,1155,1435.0,1256,5731,61.0,61.0,51.0,99.0,99.0,SEA,GEG,224,1.0,9.0,0.0,0.0,0.0,0.0,99.0
58696,2008,1,16,3,1628.0,1530,1740.0,1632,5732,72.0,62.0,53.0,68.0,58.0,SEA,GEG,224,1.0,18.0,0.0,0.0,0.0,0.0,68.0
58705,2008,1,16,3,1001.0,855,1053.0,943,5765,52.0,48.0,31.0,70.0,66.0,SEA,PDX,129,4.0,17.0,0.0,0.0,0.0,0.0,70.0
58711,2008,1,16,3,1927.0,1840,2014.0,1927,5783,47.0,47.0,30.0,47.0,47.0,SEA,PDX,129,3.0,14.0,0.0,0.0,0.0,0.0,47.0
58960,2008,1,17,4,1859.0,1832,2146.0,2130,4019,107.0,118.0,82.0,16.0,27.0,SEA,SLC,689,7.0,18.0,0.0,0.0,0.0,0.0,16.0
59044,2008,1,17,4,820.0,800,921.0,903,5730,61.0,63.0,49.0,18.0,20.0,SEA,GEG,224,4.0,8.0,0.0,0.0,0.0,0.0,18.0
59046,2008,1,17,4,1300.0,1155,1400.0,1256,5731,60.0,61.0,49.0,64.0,65.0,SEA,GEG,224,2.0,9.0,0.0,0.0,0.0,0.0,64.0
59048,2008,1,17,4,1549.0,1530,1653.0,1632,5732,64.0,62.0,49.0,21.0,19.0,SEA,GEG,224,2.0,13.0,21.0,0.0,0.0,0.0,0.0
59057,2008,1,17,4,1724.0,1700,1814.0,1747,5794,50.0,47.0,36.0,27.0,24.0,SEA,PDX,129,3.0,11.0,0.0,0.0,27.0,0.0,0.0
59183,2008,1,17,4,1220.0,1141,1448.0,1416,6110,148.0,155.0,120.0,32.0,39.0,SEA,LAX,954,10.0,18.0,32.0,0.0,0.0,0.0,0.0
59440,2008,1,18,5,1855.0,1832,2154.0,2130,4019,119.0,118.0,89.0,24.0,23.0,SEA,SLC,689,13.0,17.0,0.0,0.0,0.0,0.0,24.0
59521,2008,1,18,5,2220.0,2150,2319.0,2251,5735,59.0,61.0,45.0,28.0,30.0,SEA,GEG,224,4.0,10.0,28.0,0.0,0.0,0.0,0.0
59529,2008,1,18,5,1712.0,1700,1802.0,1747,5794,50.0,47.0,33.0,15.0,12.0,SEA,PDX,129,3.0,14.0,15.0,0.0,0.0,0.0,0.0
59531,2008,1,18,5,741.0,701,828.0,753,5797,47.0,52.0,35.0,35.0,40.0,SEA,PDX,129,2.0,10.0,0.0,0.0,0.0,0.0,35.0
59642,2008,1,18,5,1219.0,1141,1455.0,1416,6110,156.0,155.0,121.0,39.0,38.0,SEA,LAX,954,9.0,26.0,39.0,0.0,0.0,0.0,0.0
59897,2008,1,19,6,831.0,800,929.0,903,5730,58.0,63.0,43.0,26.0,31.0,SEA,GEG,224,4.0,11.0,0.0,0.0,0.0,0.0,26.0
59911,2008,1,19,6,1506.0,1449,1552.0,1534,5760,46.0,45.0,31.0,18.0,17.0,SEA,PDX,129,3.0,12.0,18.0,0.0,0.0,0.0,0.0
59916,2008,1,19,6,744.0,712,832.0,802,5797,48.0,50.0,34.0,30.0,32.0,SEA,PDX,129,3.0,11.0,0.0,0.0,0.0,0.0,30.0
60145,2008,1,20,7,1943.0,1832,2237.0,2130,4019,114.0,118.0,94.0,67.0,71.0,SEA,SLC,689,5.0,15.0,67.0,0.0,0.0,0.0,0.0
60236,2008,1,20,7,2215.0,2150,2320.0,2251,5735,65.0,61.0,54.0,29.0,25.0,SEA,GEG,224,3.0,8.0,29.0,0.0,0.0,0.0,0.0
60807,2008,1,21,1,2140.0,1832,39.0,2130,4019,119.0,118.0,96.0,189.0,188.0,SEA,SLC,689,8.0,15.0,0.0,0.0,0.0,0.0,189.0
